RCDTS,Type,School Name,District,City,County,District Type,District Size,School Type,Grades Served,Summative Designation,Summative Designation: Student Group(s),Title 1 Status,State Senate District,State Representative District,EBF Tier,% EBF Capacity to Meet Expectations,# School Enrollment,$ Site-Level Per-Pupil Expenditures - Federal,$ Site-level Per-Pupil Expenditures - State/Local,$ Site-level PEr-Pupil Expenditures - Subtotal,$ District Centralized Per-Pupil Expenditure - Federal,$ District Centralized Per-Pupil Expenditure - State/Local,$ District Centralized Per-Pupil Expenditure - Subtotal,$ Total Per-Pupil Expenditures - Federal,$ Total Per-Pupil Expenditures - State/Local,$ Total Per-Pupil Expenditures - Subtotal,$ Exclusions,$ Total Expenditures,$ Local Property Taxes 2017-18,% Local Property Taxes 2017-18,$ Other Local Funding 2017-18,% Other Local Funding 2017-18,$ General State Aid 2017-18,% General State Aid 2017-18,$ Other State Funding 2017-18,% Other State Funding 2017-18,$ Federal Funding 2017-18,% Federal Funding 2017-18,$ Total Revenue Source 2017-18,$ EAV per Pupil 2017-18,$ Total School Tax Rate per $100 2017-18,$ Instructional Expenditure per Pupil 2017-18,$ Operating Expenditures 2017-18,$ Instruction 2017-18,% Instruction 2017-18,$ General Admin 2017-18,% General Admin 2017-18,$ Supporting Services 2017-18,% Supporting Services 2017-18,$ Other Expenditures 2017-18,% Other Expenditures 2017-18,$ Education Fund 2017-18,% Education Fund 2017-18,$ Operations/B/M 2017-18,% Operations/B/M 2017-18,$ Transportation 2017-18,% Transportation 2017-18,$ Debt Service 2017-18,% Debt Service 2017-18,$ Tort 2017-18,% Tort 2017-18,$ Munic. Ret. / Soc. Security 2017-18,% Munic. Ret. / Soc. Security 2017-18,$ Fire Prev. & Safety 2017-18,% Fire Prev. & Safety 2017-18,$ Capital Projects Fund 2017-18,% Capital Projects Fund 2017-18,$ Total Expenditures 2017-18
170534260040000,District,,Cornell CCSD 426,Cornell,Livingston,ELEMENTARY,SMALL,,,,,,,,2,84.8,124.5,402.64,9774.75,10177.39,0,0,0,402.64,9774.75,10177.39,286993.39,1554078.445,1013872,69.8,49881,3.4,245976,16.9,74293,5.1,68651,4.7,1452673,180459.02,4.76,6266.01,10870.39,685690,51.6,117437,8.8,371280,27.9,154742,11.6,975686,73.4,162866,12.3,72727,5.5,45787,3.4,27004,2,35907,2.7,647,0,8525,0.6,1329149
170534260042001,School,Cornell Elem School,Cornell CCSD 426,Cornell,Livingston,ELEMENTARY,SMALL,ELEMENTARY, K 1 2 3 4 5 6 7 8,Lowest Performing,All Students,Targeted Assistance Title I Program,53,106,2,84.8,124.5,402.64,9774.75,10177.39,0,0,0,402.64,9774.75,10177.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170534290040000,District,,Pontiac CCSD 429,Pontiac,Livingston,ELEMENTARY,MEDIUM,,,,,,,,2,67.6,1173.45,560.0265099,6912.261969,7472.288479,82.53866462,4584.773929,4667.312594,642.5651745,11497.0359,12139.60107,2035009,16280223.88,6877029,45.8,1218958,8.1,4105624,27.4,1474734,9.8,1327262,8.8,15003607,154382.49,3.61,7679.23,11174.1,8752015,60.3,541746,3.7,4236852,29.2,973778,6.7,11591923,79.9,596554,4.1,775153,5.3,614188,4.2,18362,0.1,335755,2.3,0,0,572456,3.9,14504391
170534290041001,School,Pontiac Jr High School,Pontiac CCSD 429,Pontiac,Livingston,ELEMENTARY,MEDIUM,MIDDLE SCHL, 6 7 8,Underperforming,"CWD, Hispanic or Latino",Schoolwide Title I Program,53,106,2,67.6,402.1,280.13,6078.75,6358.88,81.9,4549.12,4631.02,362.03,10627.87,10989.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170534290042002,School,Central Elem School,Pontiac CCSD 429,Pontiac,Livingston,ELEMENTARY,MEDIUM,ELEMENTARY,PK K 1 2 3,Commendable,All Students,Schoolwide Title I Program,53,106,2,67.6,288.1,753.24,7278.06,8031.3,84.04,4668.52,4752.56,837.28,11946.58,12783.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170534290042004,School,Lincoln Elementary School,Pontiac CCSD 429,Pontiac,Livingston,ELEMENTARY,MEDIUM,ELEMENTARY, 2 3,Commendable,All Students,Schoolwide Title I Program,53,106,2,67.6,228.15,580.94,8009.29,8590.23,80.66,4480.39,4561.05,661.6,12489.68,13151.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170534290042005,School,Washington Elem School,Pontiac CCSD 429,Pontiac,Livingston,ELEMENTARY,MEDIUM,ELEMENTARY, 4 5,Commendable,All Students,Schoolwide Title I Program,53,106,2,67.6,255.1,764.3,6831.83,7596.13,83.53,4639.75,4723.28,847.83,11471.58,12319.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170534350040000,District,,Odell CCSD 435,Odell,Livingston,ELEMENTARY,SMALL,,,,,,,,1,62.7,141.25,762.86,14905.5,15668.36,0,0,0,762.86,14905.5,15668.36,192912,2406067.85,965726,44.5,351509,16.2,450481,20.8,291373,13.4,111763,5.1,2170852,137345.8,3.45,7915.86,13324.91,1064763,49.9,217442,10.2,582569,27.3,268530,12.6,1658295,77.7,150904,7.1,142730,6.7,88675,4.2,36040,1.7,56660,2.7,0,0,0,0,2133304
170534350042001,School,Odell Grade School,Odell CCSD 435,Odell,Livingston,ELEMENTARY,SMALL,ELEMENTARY,PK K 1 2 3 4 5 6 7 8,Commendable,All Students,Targeted Assistance Title I Program,53,106,1,62.7,141.25,762.86,14905.5,15668.36,0,0,0,762.86,14905.5,15668.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170534380040000,District,,Saunemin CCSD 438,Saunemin,Livingston,ELEMENTARY,SMALL,,,,,,,,1,63.4,114,732.21,18331.34,19063.55,0,0,0,732.21,18331.34,19063.55,111966.1,2285210.8,1248001,55.3,51418,2.3,571948,25.4,216555,9.6,167496.99,7.4,2255418.99,119695.06,4.03,8357.08,14612.59,1010872,49.7,270927,13.3,526993,25.9,223927,11,1494103,73.5,240396,11.8,137547,6.8,0,0,108296,5.3,52376,2.6,0,0,1,0,2032719
170534380042001,School,Saunemin Elem School,Saunemin CCSD 438,Saunemin,Livingston,ELEMENTARY,SMALL,ELEMENTARY,PK K 1 2 3 4 5 6 7 8,Commendable,All Students,Schoolwide Title I Program,53,106,1,63.4,114,732.21,18331.34,19063.55,0,0,0,732.21,18331.34,19063.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170540210260000,District,,Hartsburg Emden CUSD 21,Hartsburg,Logan,UNIT,SMALL,,,,,,,,3,94,209.25,357.5922581,6690.97871,7048.570968,324.78,4692.11,5016.89,682.3722581,11383.08871,12065.46097,143807.71,2668505.418,2144130,72.5,229592,7.8,313301,10.6,102530,3.5,166496,5.6,2956049,211413.17,4.95,7059.38,12403.46,1402346,52.4,179627,6.7,880205,32.9,216169,8.1,2095341,78.2,287986,10.8,198493,7.4,0,0,0,0,67991,2.5,3899,0.1,24637,0.9,2678347
170540210260001,School,Hartsburg-Emden Jr-Sr High School,Hartsburg Emden CUSD 21,Hartsburg,Logan,UNIT,SMALL,HIGH SCHOOL, 6 7 8 9 10 11 12,Commendable,All Students,Targeted Assistance Title I Program,44,87,3,94,121.5,163.02,7596.63,7759.65,324.78,4692.11,5016.89,487.8,12288.74,12776.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170540210262004,School,Emden Elementary School,Hartsburg Emden CUSD 21,Emden,Logan,UNIT,SMALL,ELEMENTARY, K 1 2 3 4 5,Commendable,All Students,Targeted Assistance Title I Program,44,87,3,94,87.75,627,5437,6064,324.78,4692.11,5016.89,951.78,10129.11,11080.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170540230260000,District,,Mt Pulaski CUSD 23,Mount Pulaski,Logan,UNIT,MEDIUM,,,,,,,,4,100.1,520.685,305.2086859,8582.038237,8887.246923,146.9999,2920.883555,3067.883455,452.2085859,11502.92179,11955.13038,894956.1,7119813.161,5608198,76.5,550499,7.5,547461,7.5,315952,4.3,312507,4.3,7334617,241253.43,4.75,7113.85,12120.82,3346000,51.4,460568,7.1,2023906,31.1,679135,10.4,4531485,69.6,875934,13.5,407369,6.3,177051,2.7,227981,3.5,156285,2.4,36034,0.6,97470,1.5,6509609
170540230260001,School,Mount Pulaski High School,Mt Pulaski CUSD 23,Mount Pulaski,Logan,UNIT,MEDIUM,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",44,87,4,100.1,158.685,9.4397,12904.1762,12913.6159,146.9999,2925.1868,3072.1867,156.4396,15829.363,15985.8026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170540230262002,School,Mount Pulaski Elem School,Mt Pulaski CUSD 23,Mount Pulaski,Logan,UNIT,MEDIUM,ELEMENTARY,PK K 1 2 3 4 5 6 7 8,Commendable,All Students,Schoolwide Title I Program,44,87,4,100.1,362,434.8609,6687.4016,7122.2625,146.9999,2918.9972,3065.9971,581.8608,9606.3988,10188.2596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170540270020000,District,,Lincoln ESD 27,Lincoln,Logan,ELEMENTARY,MEDIUM,,,,,,,,2,66.8,1066.75,763.3635013,4335.489616,5098.853117,2714.049107,5834.735219,8548.784326,3477.412608,10170.22483,13647.63744,976636.05,15535253.29,4290945,32,890507,6.6,6068143,45.2,707069,5.3,1471834,11,13428498,114891.36,3.3,7055.44,11096.69,7260405,55.6,495680,3.8,3552087,27.2,1749471,13.4,10514622,80.5,498310,3.8,274876,2.1,700058,5.4,0,0,378424,2.9,314902,2.4,376451,2.9,13057643
170540270021001,School,Lincoln Jr High School,Lincoln ESD 27,Lincoln,Logan,ELEMENTARY,MEDIUM,MIDDLE SCHL, 6 7 8,Commendable,All Students,Targeted Assistance Title I Program,44,87,2,66.8,339.5,444.19,5063.89,5508.08,2707.15,5511.06,8218.21,3151.34,10574.95,13726.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170540270022003,School,Adams Elem School,Lincoln ESD 27,Lincoln,Logan,ELEMENTARY,MEDIUM,ELEMENTARY,PK K 1 2,,,"Eligible, but Not a Participant in Title I Program",44,87,2,66.8,76.5,680.91,7421.88,8102.79,2805.09,6348.34,9153.43,3486,13770.22,17256.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170540270022004,School,Central Elem School,Lincoln ESD 27,Lincoln,Logan,ELEMENTARY,MEDIUM,ELEMENTARY, K 1 2 3 4 5,Commendable,All Students,Schoolwide Title I Program,44,87,2,66.8,189,556.04,4477.54,5033.58,2732.82,6079.79,8812.61,3288.86,10557.33,13846.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170540270022006,School,Northwest Elem School,Lincoln ESD 27,Lincoln,Logan,ELEMENTARY,MEDIUM,ELEMENTARY, K 1 2 3 4 5,Exemplary,All Students,Schoolwide Title I Program,44,87,2,66.8,242,1146.73,3108.15,4254.88,2694.19,5875.1,8569.29,3840.92,8983.25,12824.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170540270022007,School,Washington-Monroe Elem School,Lincoln ESD 27,Lincoln,Logan,ELEMENTARY,MEDIUM,ELEMENTARY, K 1 2 3 4 5,Commendable,All Students,Schoolwide Title I Program,44,87,2,66.8,219.75,1041.3,3365.15,4406.45,2698.74,5900.78,8599.52,3740.04,9265.93,13005.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170540610040000,District,,Chester-East Lincoln CCSD 61,Lincoln,Logan,ELEMENTARY,SMALL,,,,,,,,2,89.9,284.75,937.94,7663.47,8601.41,0,0,0,937.94,7663.47,8601.41,231633.73,2680885.228,2221846,68.8,320119,9.9,289682,9,166896,5.2,229065,7.1,3227608,287922.79,2.75,5456.9,8856.75,1451480,52.4,217880,7.9,677954,24.5,421814,15.2,1955177,70.6,187665,6.8,174167,6.3,186105,6.7,75774,2.7,80438,2.9,107160,3.9,2642,0.1,2769128
170540610042001,School,Chester-East Lincoln Elem School,Chester-East Lincoln CCSD 61,Lincoln,Logan,ELEMENTARY,SMALL,ELEMENTARY,PK K 1 2 3 4 5 6 7 8,Commendable,All Students,Schoolwide Title I Program,44,87,2,89.9,284.75,937.94,7663.47,8601.41,0,0,0,937.94,7663.47,8601.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170540880020000,District,,New Holland-Middletown ED 88,Middletown,Logan,ELEMENTARY,SMALL,,,,,,,,3,91.6,94.75,753.868,10090.3957,10844.2637,188.4749,3426.2902,3614.7651,942.3429,13516.6859,14459.0288,34740,1404732.979,1186915,70.1,79161,4.7,159650,9.4,156968,9.3,111579,6.6,1694273,342133.84,3.51,6789.05,12524.65,639596,45.5,184492,13.1,346406,24.7,234471,16.7,1008508,71.8,140729,10,111109,7.9,31904,2.3,42960,3.1,36911,2.6,28632,2,4212,0.3,1404965
170540880022005,School,New Holland-Middletown Elem Sch,New Holland-Middletown ED 88,Middletown,Logan,ELEMENTARY,SMALL,ELEMENTARY, K 1 2 3 4 5 6 7 8,Commendable,All Students,Schoolwide Title I Program,44,87,3,91.6,94.75,753.868,10090.3957,10844.2637,188.4749,3426.2902,3614.7651,942.3429,13516.6859,14459.0288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170540920040000,District,,West Lincoln-Broadwell ESD 92,Lincoln,Logan,ELEMENTARY,SMALL,,,,,,,,4,104,189,587,10178,10765,0,1631,1631,587,11809,12396,414434,2757278,2005702,73.6,275984,10.1,152011,5.6,194212,7.1,96105,3.5,2724014,407095.69,2.38,7930.16,12574.32,1531394,52,135699,4.6,698480,23.7,581926,19.7,2115928,71.8,140311,4.8,199594,6.8,349030,11.8,41398,1.4,84918,2.9,0,0,16320,0.6,2947499
170540920042001,School,West Lincoln-Broadwell Elem Sch,West Lincoln-Broadwell ESD 92,Lincoln,Logan,ELEMENTARY,SMALL,ELEMENTARY,PK K 1 2 3 4 5 6 7 8,Commendable,All Students,Schoolwide Title I Program,44,87,4,104,189,587,10178,10765,0,1631,1631,587,11809,12396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170544040160000,District,,Lincoln CHSD 404,Lincoln,Logan,HIGH SCHOOL,MEDIUM,,,,,,,,1,63.9,803.835,0,0,0,205.26,9434.8,9640.06,205.26,9434.8,9640.06,2008423,9757440.63,7609184,59.4,1191104,9.3,2188258,17.1,1183083,9.2,631035,4.9,12802664,428101.1,2.34,6966.55,12102.52,4878396,35,718576,5.2,3140183,22.5,5204697,37.3,7709443,55.3,703613,5,506761,3.6,2762210,19.8,422151,3,251513,1.8,984586,7.1,601575,4.3,13941852
170544040160001,School,Lincoln Comm High School,Lincoln CHSD 404,Lincoln,Logan,HIGH SCHOOL,MEDIUM,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Targeted Assistance Title I Program,44,87,1,63.9,803.835,0,0,0,205.26,9434.8,9640.06,205.26,9434.8,9640.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170640020260000,District,,LeRoy CUSD 2,Le Roy,McLean,UNIT,MEDIUM,,,,,,,,2,76.6,772.5,352.2648414,5731.272168,6083.53701,0,4657.23,4657.23,352.2648414,10388.50217,10740.76701,1399482.25,9696724.765,6143345,63.7,859791,8.9,1690427,17.5,650512,6.7,306935,3.2,9651010,142923.72,5.53,6354.04,10544.53,4696079,48.3,546695,5.6,2544485,26.1,1945056,20,6695870,68.8,1015878,10.4,415148,4.3,984260,10.1,235129,2.4,295289,3,90741,0.9,0,0,9732315
170640020260003,School,LeRoy High School,LeRoy CUSD 2,Le Roy,McLean,UNIT,MEDIUM,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",51,101,2,76.6,225.5,92.41,6941.17,7033.58,0,4657.23,4657.23,92.41,11598.4,11690.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170640020261002,School,LeRoy Junior High School,LeRoy CUSD 2,Le Roy,McLean,UNIT,MEDIUM,MIDDLE SCHL, 7 8,Commendable,All Students,Targeted Assistance Title I Program,51,101,2,76.6,118.5,155.75,4188.34,4344.09,0,4657.23,4657.23,155.75,8845.57,9001.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170640020262001,School,LeRoy Elementary School,LeRoy CUSD 2,Le Roy,McLean,UNIT,MEDIUM,ELEMENTARY,PK K 1 2 3 4 5 6,Commendable,All Students,Targeted Assistance Title I Program,51,101,2,76.6,428.5,543.36,5521.25,6064.61,0,4657.23,4657.23,543.36,10178.48,10721.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170640030260000,District,,Tri Valley CUSD 3,Downs,McLean,UNIT,MEDIUM,,,,,,,,2,84,1108.13,228.66,5421.993018,5650.653018,0,9806.63,9806.63,228.66,15228.62302,15457.28302,5195220.92,22323899.95,9326487,70.4,1292765,9.8,1902179,14.4,379723,2.9,339414,2.6,13240568,159078.45,5.66,6857.46,10664.28,6821660,56.7,668631,5.6,3053464,25.4,1493569,12.4,8586436,71.3,1092836,9.1,601978,5,867869,7.2,337110,2.8,368001,3.1,183094,1.5,0,0,12037324
170640030260002,School,Tri-Valley High School,Tri Valley CUSD 3,Downs,McLean,UNIT,MEDIUM,HIGH SCHOOL, 9 10 11 12,Exemplary,All Students,"Eligible, but Not a Participant in Title I Program",51,101,2,84,355.98,228.66,5953.89,6182.55,0,9806.63,9806.63,228.66,15760.52,15989.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170640030261001,School,Tri-Valley Middle School,Tri Valley CUSD 3,Downs,McLean,UNIT,MEDIUM,MIDDLE SCHL, 4 5 6 7 8,Commendable,All Students,Targeted Assistance Title I Program,51,101,2,84,394.9,228.66,5289.34,5518,0,9806.63,9806.63,228.66,15095.97,15324.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170640030262001,School,Tri-Valley Elem School,Tri Valley CUSD 3,Downs,McLean,UNIT,MEDIUM,ELEMENTARY,PK K 1 2 3,Commendable,All Students,Targeted Assistance Title I Program,51,101,2,84,357.25,228.66,5038.62,5267.28,0,9806.63,9806.63,228.66,14845.25,15073.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170640040260000,District,,Heyworth CUSD 4,Heyworth,McLean,UNIT,MEDIUM,,,,,,,,2,70.3,933.495,242.1079173,8450.74798,8692.855897,0,2653.0792,2653.0792,242.1079173,11103.82718,11345.9351,1694875,12286248.68,5390558,47,1604190,14,3214216,28,710135,6.2,559391,4.9,11478490,104694.16,5.64,6228.07,10008.77,5417607,50.2,424857,3.9,2918776,27,2039398,18.9,8060949,74.6,927858,8.6,657336,6.1,719331,6.7,65523,0.6,276328,2.6,93313,0.9,0,0,10800638
170640040260001,School,Heyworth Jr-Sr High School,Heyworth CUSD 4,Heyworth,McLean,UNIT,MEDIUM,HIGH SCHOOL, 7 8 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",51,101,2,70.3,411.88,45.9133,8895.2268,8941.1401,0,2653.0792,2653.0792,45.9133,11548.306,11594.2193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170640040262002,School,Heyworth Elem School,Heyworth CUSD 4,Heyworth,McLean,UNIT,MEDIUM,ELEMENTARY,PK K 1 2 3 4 5 6,Exemplary,All Students,Targeted Assistance Title I Program,51,101,2,70.3,521.615,397.028,8099.7766,8496.8046,0,2653.0792,2653.0792,397.028,10752.8558,11149.8838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170640050260000,District,,McLean County USD 5,Normal,McLean,UNIT,LARGE,,,,,,,,2,78.9,12925.835,370.0449433,7531.169497,7901.21444,55.79024024,2661.431716,2717.221956,425.8351836,10192.60121,10618.4364,60921486.64,198173643.4,112531819,69.9,7146641,4.4,20505419,12.7,12385682,7.7,8361193,5.2,160930754,182001.05,5.01,6277.27,11001.49,75399300,46.3,5894784,3.6,46176620,28.4,35395348,21.7,98318714,60.4,11902490,7.3,13364632,8.2,24300976,14.9,5215463,3.2,4061725,2.5,5363989,3.3,338063,0.2,162866052
170640050260001,School,Normal Community High School,McLean County USD 5,Normal,McLean,UNIT,LARGE,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,,53,105,2,78.9,2117.205,80.77186668,6861.676786,6942.448653,46.39407352,2651.158081,2697.552155,127.1659402,9512.834867,9640.000808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170640050260002,School,Normal Community West High School,McLean County USD 5,Normal,McLean,UNIT,LARGE,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,,53,105,2,78.9,1630.97,130.5449334,7819.799555,7950.344488,52.36564265,2810.360357,2862.725999,182.910576,10630.15991,10813.07049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170640050260003,School,Eugene Field School,McLean County USD 5,Normal,McLean,UNIT,LARGE,HIGH SCHOOL, 9 10 11 12,,,,53,105,2,78.9,54.805,4097.806222,24023.05483,28120.86105,167.4523584,4430.189659,4597.642017,4265.258581,28453.24449,32718.50307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17064005026001C,School,YBMC Charter Sch,McLean County USD 5,Normal,McLean,UNIT,LARGE,CHARTER SCH, 11 12,,,,53,105,2,78.9,42.5,0,8685.623529,8685.623529,0,0,0,0,8685.623529,8685.623529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170640050261002,School,Chiddix Jr High School,McLean County USD 5,Normal,McLean,UNIT,LARGE,MIDDLE SCHL, 6 7 8,Commendable,All Students,,53,105,2,78.9,698,362.7446275,7508.660201,7871.404828,53.7729835,2554.665513,2608.438496,416.517611,10063.32571,10479.84332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170640050261003,School,Parkside Jr High School,McLean County USD 5,Normal,McLean,UNIT,LARGE,MIDDLE SCHL, 6 7 8,Commendable,All Students,,53,105,2,78.9,689.5,367.9730384,8447.090326,8815.063365,52.96054339,2600.796045,2653.756589,420.9335818,11047.88637,11468.81995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170640050261004,School,Kingsley Jr High School,McLean County USD 5,Normal,McLean,UNIT,LARGE,MIDDLE SCHL, 6 7 8,Commendable,All Students,,53,105,2,78.9,840.235,51.64791993,6691.213089,6742.861009,50.25412796,2635.444475,2685.698603,101.9020479,9326.657564,9428.559612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170640050261005,School,Evans Junior High School,McLean County USD 5,Bloomington,McLean,UNIT,LARGE,MIDDLE SCHL, 6 7 8,Underperforming,EL,,44,88,2,78.9,785.58,192.5246951,6994.277222,7186.801917,50.53910235,2651.637931,2702.177033,243.0637975,9645.915153,9888.978951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170640050262002,School,Sugar Creek Elem School,McLean County USD 5,Normal,McLean,UNIT,LARGE,ELEMENTARY,PK K 1 2 3 4 5,Commendable,All Students,Schoolwide Title I Program,53,105,2,78.9,403.19,800.2007738,9400.422084,10200.62286,86.47666803,2972.624832,3059.1015,886.6774419,12373.04692,13259.72436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170640050262003,School,Cedar Ridge Elem School,McLean County USD 5,Bloomington,McLean,UNIT,LARGE,ELEMENTARY, K 1 2 3 4 5,Commendable,All Students,Schoolwide Title I Program,44,88,2,78.9,507.28,807.9428324,6903.000769,7710.943601,60.67285315,2723.207442,2783.880296,868.6156855,9626.208211,10494.8239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170640050262004,School,Carlock Elem School,McLean County USD 5,Carlock,McLean,UNIT,LARGE,ELEMENTARY, K 1 2 3 4 5,Exemplary,All Students,,53,105,2,78.9,112,96.25,8862.503571,8958.753571,55.60845006,2562.808645,2618.417095,151.8584501,11425.31222,11577.17067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170640050262005,School,Fairview Elem School,McLean County USD 5,Normal,McLean,UNIT,LARGE,ELEMENTARY,PK K 1 2 3 4 5,Commendable,All Students,Schoolwide Title I Program,53,105,2,78.9,276.13,626.3184732,7536.768623,8163.087097,75.08788149,2774.350764,2849.438646,701.4063547,10311.11939,11012.52574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170640050262007,School,Glenn Elem School,McLean County USD 5,Normal,McLean,UNIT,LARGE,ELEMENTARY, K 1 2 3 4 5,Commendable,All Students,Schoolwide Title I Program,53,105,2,78.9,260,363.1183462,6544.062,6907.180346,54.8167478,2440.193131,2495.009879,417.935094,8984.255131,9402.190225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170640050262008,School,Colene Hoose Elem School,McLean County USD 5,Normal,McLean,UNIT,LARGE,ELEMENTARY, K 1 2 3 4 5,Commendable,All Students,,53,105,2,78.9,462.5,523.7283243,8764.468649,9288.196973,60.31942686,2574.3178,2634.637227,584.0477512,11338.78645,11922.8342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170640050262009,School,Hudson Elem School,McLean County USD 5,Hudson,McLean,UNIT,LARGE,ELEMENTARY, K 1 2 3 4 5,Commendable,All Students,,53,105,2,78.9,279.5,82.30615385,5839.556995,5921.863148,57.06439756,2529.980187,2587.044585,139.3705514,8369.537182,8508.907733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170640050262010,School,Oakdale Elem School,McLean County USD 5,Normal,McLean,UNIT,LARGE,ELEMENTARY, K 1 2 3 4 5,Commendable,All Students,Schoolwide Title I Program,53,105,2,78.9,384.5,1041.076463,7237.713264,8278.789727,67.23915955,2668.014933,2735.254092,1108.315622,9905.728197,11014.04382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170640050262012,School,Northpoint Elementary School,McLean County USD 5,Bloomington,McLean,UNIT,LARGE,ELEMENTARY, K 1 2 3 4 5,Commendable,All Students,,53,105,2,78.9,503.52,262.9672903,7559.905684,7822.872974,49.90202086,2486.746145,2536.648166,312.8693111,10046.65183,10359.52114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170640050262013,School,Parkside Elementary School,McLean County USD 5,Normal,McLean,UNIT,LARGE,ELEMENTARY,PK K 1 2 3 4 5,Commendable,All Students,Schoolwide Title I Program,53,105,2,78.9,283.12,1081.576187,8499.180842,9580.757029,69.88247717,2772.316209,2842.198686,1151.458664,11271.49705,12422.95571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170640050262014,School,Towanda Elem School,McLean County USD 5,Towanda,McLean,UNIT,LARGE,ELEMENTARY, K 1 2 3 4 5,Exemplary,All Students,,53,105,2,78.9,190,19.11715789,6050.320474,6069.437632,51.74967651,2462.905303,2514.654979,70.86683441,8513.225777,8584.092611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
